"","Unique Sample Identifier","Sampling Location","Matrix","Sediment type","Depth Sample (m)","Sampling Location specific","Mean slope","Depth river","Active overflow","Nearby vegetation","NaturalBank","width","meandering","Outside_insideBend","shortest distance from shore","radius (degree)","radius (km)","area (km²)","RWZI [nr]","Waste facilities [nr]","agriculture [km²]","industry  [km²]","transport  [km²]","urban  [km²]","water  [km²]","nature  [km²]","recreation  [km²]","waste  [km²]","human foot print","ecotope","pixels at flood risk","km² at flood risk","% buffer at flood risk","total flooding depth in buffer","average flooding depth in buffer","pop20","pop22","pop21","Pop_AVG","pop_dens","tot_precip","mean_temp","mean_windspeed","mean_winddirection","mean_pressure","mean_cloudiness","tot_precip_mean","mean_temp_mean","mean_windspeed_mean","mean_winddirection_mean","mean_pressure_mean","mean_cloudiness_mean","tot_precip_TOT"
"42","MIC_W_121","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"43","MIC_W_122","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"44","MIC_W_123","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"45","MIC_W_124","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"46","MIC_W_125","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"47","MIC_W_126","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"48","MIC_W_127","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"49","MIC_W_128","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"50","MIC_W_129","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"51","MIC_W_130","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18337,2,11.1409090909091,3.04545454545454,298.636363636364,1023.35909090909,4.72727272727273,0.666666666666667,9.88484848484849,3.07828282828282,192.239898989899,1021.59267676768,5.53282828282828,2
"52","MAC_W_003","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"53","MAC_W_004","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"54","MAC_W_005","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"55","MAC_W_006","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"56","MAC_W_007","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"57","MAC_W_008","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"58","MAC_W_009","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"59","MIC_W_002","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"60","MIC_W_003","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"61","MIC_W_004","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"62","MIC_W_005","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"63","MIC_W_006","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"64","MIC_W_007","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"65","MIC_W_008","Port of Oostende (B)","Water","NA",1,"Ostend (B)",0.350893299484996,NA,0,"No","No",42.056,"No",NA,88.881,0.025,2.18509686118416,15,0,0,0.065,3.067,0.385,5.525,5.48,0.068,0.418,0,28.6181818181818,"Antropogeen",1,0.01278,0.000337403115151392,0.100000001490116,0.100000001490116,NA,NA,NA,NA,18355,2,16.7708333333333,6.54166666666666,238.333333333333,1013.39583333333,7.25,6,15.9670454545455,5.33459595959596,252.689393939394,1016.73547979798,6.56944444444444,18
"66","MAC_W_083","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"67","MAC_W_084","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"68","MAC_W_085","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"69","MAC_W_086","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"70","MAC_W_087","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"71","MAC_W_088","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"72","MAC_W_089","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"73","MIC_W_079","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"74","MIC_W_080","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"75","MIC_W_081","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"76","MIC_W_082","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"77","MIC_W_083","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"78","MIC_W_084","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"79","MIC_W_085","Port of Nieuwpoort (B)","Water","NA",1,"Nieuwpoort (B)",0.415132728478322,NA,0,"No","No",13.162,"No",NA,61.83,0.025,2.18509686118416,15,0,0,3.941,1.458,0,4.374,2.709,1.141,1.413,0,47.25,"Antropogeen",NA,0,0,NA,NA,NA,NA,NA,NA,4448,0.2,15.4041666666667,3.45833333333332,160,1013.69583333333,7.75,16.3,16.8833333333333,2.88888888888889,141.313131313131,1014.31388888889,6.69444444444444,48.9
"80","MAC_W_110","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"81","MAC_W_111","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"82","MAC_W_112","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"83","MAC_W_113","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"84","MAC_W_114","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"85","MAC_W_115","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"86","MIC_W_106","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"87","MIC_W_107","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"88","MIC_W_108","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"89","MIC_W_109","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"90","MIC_W_110","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"91","MIC_W_111","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
"92","MIC_W_112","River Scheldt (Antwerpen)","Water","NA",1,"Antwerp",0.470055991739951,578,4,"No","No",440.237,"Yes","Middle",177.35,0.025,2.18509686118416,15,1,4,0,2.523,1.66,6.144,2.503,2.185,0.001,0,20.9269841269841,"Diep Subtidaal",111,1.41858,0.0374517457818045,381.646991938353,3.43826118863381,NA,NA,NA,NA,38844,1.6,6.01304347826086,1.78260869565217,254,1012.4652173913,6.47826086956522,0.533333333333333,5.43351449275362,1.10809178743961,189.065162907268,1021.77312801932,7.14187643020595,1.6
