"","X.1","X","Code.Campaign","Date","Sampling.Location","Unique.Sample.Identifier","Sample.Type","Matrix","Volume..L.","DW..Sediment..kg.","Particle.count","Total.plastic.mass..kg.","Concentration..g.plastic.L.water.","Concentration..g.plastic.kg.dry.weight.sediment.","Sediment.type","Depth.Sample..m.","T1..START.","T2..STOP.","Tide","Unique.Particle.Identifier","Replicate..sediment.","Polymer","Match","Lenght..mm.","Width..mm.","Maximal.dimension..mm.","Weight..mg.","Color","Shape_obs","Sampling.Area","Type.of.Campaign","Sampling.Location.specific","Sampling.Area.general","LengthWidthratio","estimated.Hight..mm.","CSF","Shape_est","SizeClass","Transpar_NERC","Color_NERC","Color_NERC_Interreg","Shape_NERC","Shape_tot","Polymer_NERC","Diff_Time","T2..STOP..1","Diff_time"
"105",31950,31950,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_12",NA,"Polyether urethane-polypropylene oxide - methylene",90.12,17.89,11.45,17.89,33,"YELLOW","Foam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.56244541484716,7.32825600894354,0.512026830865973,"Non-filaments","SC5","opaque","YELLOW","YELLOW","foams","foams","polyether urethane-polypropylene oxide - methylene",5,NA,NA
"106",31951,31951,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_120",NA,"Polystyreen",NA,10.512,6.94,10.512,15,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.51469740634006,4.58177321156773,0.536427677204982,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"107",31952,31952,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_121",NA,"Polystyreen",NA,9.895,6.67,9.895,13,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.48350824587706,4.49609903991915,0.55343300185233,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"108",31953,31953,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_122",NA,"Polystyreen",NA,12.475,5.49,12.475,10,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.27231329690346,2.41604008016032,0.29194274369581,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"109",31954,31954,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_123",NA,"Polystyreen",NA,14.69,6.085,14.69,14,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.41413311421528,2.52057351940095,0.26659879380251,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"110",31955,31955,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_124",NA,"Polystyreen",NA,11.01,3.63,11.01,12,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",3.03305785123967,1.19681198910082,0.189312355461464,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"111",31956,31956,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_125",NA,"Polystyreen",NA,12.445,5.77,12.445,12,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.15684575389948,2.675202892728,0.315697663976665,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"112",31957,31957,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_126",NA,"Polystyreen",NA,10.97,4.93,10.97,7,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.22515212981744,2.21557885141294,0.30127315641952,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"113",31958,31958,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_127",NA,"Polystyreen",NA,11.14,7.52,11.14,12,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.4813829787234,5.07633752244165,0.554624403488365,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"114",31959,31959,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_128",NA,"Polystyreen",NA,11.13,9.3,11.13,1,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.19677419354839,7.77088948787062,0.763803556641725,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"115",31960,31960,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_129",NA,"Polystyreen",NA,8.545,3.535,8.545,7,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.41725601131542,1.46240198946752,0.266082324939766,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"116",31961,31961,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_13",NA,"Polyether urethane-polypropylene oxide - methylene",88.43,17.085,15.84,17.085,28,"YELLOW","Foam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.07859848484848,14.6857243195786,0.892709776926575,"Non-filaments","SC5","opaque","YELLOW","YELLOW","foams","foams","polyether urethane-polypropylene oxide - methylene",5,NA,NA
"117",31962,31962,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_130",NA,"Polystyreen",NA,10.37,5.025,10.37,10,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.0636815920398,2.43496865959499,0.337315241066088,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"118",31963,31963,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_131",NA,"Polystyreen",NA,10.45,7.415,10.45,9,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.40930546190155,5.26145693779904,0.597712443598338,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"119",31964,31964,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_132",NA,"Polystyreen",NA,10.41,4.56,10.41,9,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.28289473684211,1.99746397694524,0.289915322896557,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"120",31965,31965,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_133",NA,"Polystyreen",NA,11.24,5.28,11.24,7,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.12878787878788,2.4802846975089,0.321959628019074,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"121",31966,31966,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_134",NA,"Polystyreen",NA,11.63,5.145,11.63,10,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.26044703595724,2.27609845227859,0.294244596729478,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"122",31967,31967,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_135",NA,"Polystyreen",NA,14.09,4.05,14.09,7,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",3.47901234567901,1.16412349183818,0.15410475705842,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"123",31968,31968,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_136",NA,"Polystyreen",NA,12.395,3.97,12.395,14,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",3.12216624685139,1.2715530455829,0.181265838147532,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"124",31969,31969,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_137",NA,"Polystyreen",NA,9.2,4.4,9.2,7,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",2.09090909090909,2.10434782608696,0.330748035777799,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"125",31970,31970,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_138",NA,"Polystyreen",NA,9.41,4.96,9.41,8,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.89717741935484,2.61441020191286,0.382682039261803,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"126",31971,31971,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_139",NA,"Polystyreen",NA,13.825,7.825,13.825,22,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.7667731629393,4.42897830018083,0.425822700024135,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"127",31972,31972,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_14",NA,"Polyether urethane-polypropylene oxide - methylene",79.23,17.645,11.27,17.645,46,"YELLOW","Foam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.56566104702751,7.19823746103712,0.510450202012562,"Non-filaments","SC5","opaque","YELLOW","YELLOW","foams","foams","polyether urethane-polypropylene oxide - methylene",5,NA,NA
"128",31973,31973,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_140",NA,"Polystyreen",NA,8.75,2.675,8.75,8,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",3.27102803738318,0.817785714285714,0.169033817583584,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"129",31974,31974,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_141",NA,"Polystyreen",NA,8.68,5.07,8.68,7,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.7120315581854,2.96139400921659,0.446408392984257,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"130",31975,31975,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_142",NA,"Polystyreen",NA,10.335,5.45,10.335,5,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.89633027522936,2.87397194000968,0.382938500160683,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"131",31976,31976,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_143",NA,"Polystyreen",NA,9.43,5.63,9.43,7,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.67495559502664,3.36128313891835,0.46131231995494,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"132",31977,31977,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_144",NA,"Polystyreen",NA,7.42,5.32,7.42,1,"WHITE","Styrofoam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.39473684210526,3.81433962264151,0.607101897862614,"Non-filaments","SC4","opaque","WHITE/CREAM","WHITE/CREAM","foams","foams","polystyrene",5,NA,NA
"133",31978,31978,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_145",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"134",31979,31979,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_146",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"135",31980,31980,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_147",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"136",31981,31981,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_148",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"137",31982,31982,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_149",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"138",31983,31983,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_15",NA,"Polyether urethane-polypropylene oxide - methylene",79.59,11.28,9.56,11.28,24,"YELLOW","Foam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.17991631799163,8.1022695035461,0.780230977207374,"Non-filaments","SC4","opaque","YELLOW","YELLOW","foams","foams","polyether urethane-polypropylene oxide - methylene",5,NA,NA
"139",31984,31984,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_150",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"140",31985,31985,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_151",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"141",31986,31986,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_152",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"142",31987,31987,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_153",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"143",31988,31988,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_154",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"144",31989,31989,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_155",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"145",31990,31990,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_156",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"146",31991,31991,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_157",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"147",31992,31992,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_158",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"148",31993,31993,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_159",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"149",31994,31994,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_16",NA,"Polyether urethane-polypropylene oxide - methylene",78.45,12.6,11.5,12.6,20,"YELLOW","Foam","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",1.09565217391304,10.4960317460317,0.871948716738462,"Non-filaments","SC4","opaque","YELLOW","YELLOW","foams","foams","polyether urethane-polypropylene oxide - methylene",5,NA,NA
"150",31995,31995,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_160",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
"151",31996,31996,"AW_21_01","2021-06-15","Port of Antwerp (Vijfde Havendok)","MAC_W_029","Macroplastics (> 5 mm)","Water",7749,NA,144,45.0662,0.005815744,NA,NA,1,"1899-12-31 10:55:00","1899-12-31 11:00:00",NA,"MAC_W_029_161",NA,"Polystyrene",NA,NA,NA,NA,NA,NA,"Pellet","Port of Antwerp","Spotsampling","Vijfde Havendok","Port of Antwerp",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","polystyrene",5,NA,NA
