"","X.1","X","Code.Campaign","Date","Sampling.Location","Unique.Sample.Identifier","Sample.Type","Matrix","Volume..L.","DW..Sediment..kg.","Particle.count","Total.plastic.mass..kg.","Concentration..g.plastic.L.water.","Concentration..g.plastic.kg.dry.weight.sediment.","Sediment.type","Depth.Sample..m.","T1..START.","T2..STOP.","Tide","Unique.Particle.Identifier","Replicate..sediment.","Polymer","Match","Lenght..mm.","Width..mm.","Maximal.dimension..mm.","Weight..mg.","Color","Shape_obs","Sampling.Area","Type.of.Campaign","Sampling.Location.specific","Sampling.Area.general","LengthWidthratio","estimated.Hight..mm.","CSF","Shape_est","SizeClass","Transpar_NERC","Color_NERC","Color_NERC_Interreg","Shape_NERC","Shape_tot","Polymer_NERC","Diff_Time","T2..STOP..1","Diff_time"
"1",31846,31846,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_1",NA,"Polypropyleen",NA,130,NA,130,13,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC7","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polypropylene",6,NA,NA
"2",31847,31847,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_10",NA,"Polyethyleen",NA,27,NA,27,2.7,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"3",31848,31848,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_11",NA,"Ethylene-vinyl-acetate",NA,25,NA,25,2.5,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","ethylene-vinyl-acetate",6,NA,NA
"4",31849,31849,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_12",NA,"Polypropyleen",NA,90,NA,90,9,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC6","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polypropylene",6,NA,NA
"5",31850,31850,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_13",NA,"Polyethyleen",NA,9,NA,9,0.9,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC4","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"6",31851,31851,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_14",NA,"Polyethyleen",NA,7,NA,7,0.7,"GREY","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC4","opaque","BLACK/GREY","BLACK/GREY","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"7",31852,31852,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_15",NA,"Polyethyleen",NA,28,NA,28,2.8,"TRANSPARENT","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","transparent/translucent","COLOURLESS","COLOURLESS","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"8",31853,31853,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_16",NA,"Polyethyleen",NA,29,NA,29,2.9,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"9",31854,31854,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_17",NA,"Polyethyleen",NA,15,NA,15,1.5,"WHITE","Hard plastic","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","fragments","fragments","polyethylene",6,NA,NA
"10",31855,31855,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_18",NA,"Polyethyleen",NA,20,NA,20,2,"RED","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","RED","ORANGE/RED/PURPLE/PINK","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"11",31856,31856,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_19",NA,"Polyethyleen",NA,40,NA,40,4,"GREY","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","BLACK/GREY","BLACK/GREY","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"12",31857,31857,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_2",NA,"Polyethyleen",NA,10,NA,10,1,"BLACK","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC4","opaque","BLACK/GREY","BLACK/GREY","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"13",31858,31858,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_20",NA,"Polypropyleen",NA,25,NA,25,2.5,"WHITE","Fiber","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","filaments","filaments","polypropylene",6,NA,NA
"14",31859,31859,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_21",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"15",31860,31860,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_22",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"16",31861,31861,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_23",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"17",31862,31862,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_24",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"18",31863,31863,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_25",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"19",31864,31864,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_26",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"20",31865,31865,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_27",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"21",31866,31866,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_28",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"22",31867,31867,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_29",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"23",31868,31868,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_3",NA,"Polypropyleen",NA,10,NA,10,1,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC4","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polypropylene",6,NA,NA
"24",31869,31869,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_30",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"25",31870,31870,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_31",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"26",31871,31871,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_32",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"27",31872,31872,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_33",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"28",31873,31873,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_34",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"29",31874,31874,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_35",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"30",31875,31875,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_36",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"31",31876,31876,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_37",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"32",31877,31877,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_38",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"33",31878,31878,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_39",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"34",31879,31879,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_4",NA,"Polypropyleen",NA,20,NA,20,2,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polypropylene",6,NA,NA
"35",31880,31880,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_40",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"36",31881,31881,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_41",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"37",31882,31882,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_42",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"38",31883,31883,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_43",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"39",31884,31884,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_44",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"40",31885,31885,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_45",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"41",31886,31886,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_46",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"42",31887,31887,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_47",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"43",31888,31888,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_48",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"44",31889,31889,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_49",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"45",31890,31890,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_5",NA,"Polypropyleen",NA,25,NA,25,2.5,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polypropylene",6,NA,NA
"46",31891,31891,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_50",NA,"ND",NA,NA,NA,NA,NA,NA,"Pellet","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC3",NA,NA,"UNDEFINED","pellets","pellets","undefined plastic",6,NA,NA
"47",31892,31892,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_6",NA,"Polyethyleen",NA,22,NA,22,2.2,"TRANSPARENT","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","transparent/translucent","COLOURLESS","COLOURLESS","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"48",31893,31893,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_7",NA,"Polyethyleen",NA,15,NA,15,1.5,"TRANSPARENT","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","transparent/translucent","COLOURLESS","COLOURLESS","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"49",31894,31894,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_8",NA,"Polyethyleen",NA,15,NA,15,1.5,"TRANSPARENT","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","transparent/translucent","COLOURLESS","COLOURLESS","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"50",31895,31895,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_9",NA,"Polyethyleen",NA,28,NA,28,2.8,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polyethylene",6,NA,NA
"51",31896,31896,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_001","Macroplastics (> 5 mm)","Water",13338,NA,21,0.6,0.0000449843,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,"MAC_W_001_51",NA,"Polypropyleen",NA,25,NA,25,NA,"WHITE","ND","River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,"SC5","opaque","WHITE/CREAM","WHITE/CREAM","Undefined micro-litter items","Undefined micro-litter items","polypropylene",6,NA,NA
"52",31897,31897,"SH_20_02a","2020-12-08","River Scheldt (Wintam)","MAC_W_002","Macroplastics (> 5 mm)","Water",15323,NA,0,0,0,NA,NA,1,"1899-12-31 19:07:00","1899-12-31 19:13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"River Scheldt","Spotsampling","Wintam","River Scheldt (Upstream)",NA,NA,NA,NA,NA,NA,NA,"UNDEFINED",NA,NA,NA,6,NA,NA
